# t_sec x y z
6.71179 0.0853684 1.13468 -0.00152716
6.72258 0.0687223 1.13774 -0.0180205
6.73338 0.0618501 1.20539 -0.0164933
6.74417 0.0740674 1.28801 -0.00717766
6.75497 0.120035 1.38254 -0.0038179
6.76577 0.139277 1.47188 -0.0131336
6.77656 0.148593 1.53327 -0.0189368
6.78736 0.158061 1.52304 -0.0189368
6.79815 0.142484 1.45997 -0.0164933
6.80895 0.111483 1.37322 -0.0106901
6.81974 0.0613919 1.19684 -0.00839939
6.83054 -0.0154243 0.994793 -0.0180205
6.84133 -0.0679587 0.87766 -0.0094684
6.85213 -0.068875 0.837648 0.000305432
6.86293 -0.0248927 0.905607 -0.000305432
6.87372 0.0256563 1.13102 -0.00397062
6.88452 0.0655152 1.44531 -0.0222966
6.89531 0.0581849 1.71012 -0.0433714
6.90611 0.0190895 1.86268 -0.0507018
6.9169 -0.0151189 1.98684 -0.0372628
6.9277 -0.0644462 1.93079 -0.00870482
6.9385 -0.0954476 1.59023 0.00519235
6.94929 -0.105985 1.11208 0.0100793
6.96009 -0.10629 0.659276 0.00183259
6.97088 -0.100945 0.3795 -0.00229074
6.98168 -0.0930042 0.363312 0.020464
6.99247 -0.0574213 0.506101 0.0394008
7.00327 0.00290161 0.674853 0.0216857
7.01406 0.0418442 0.857654 -0.0111483
7.02486 0.0496328 1.02213 -0.00671951
7.03566 0.0574213 1.09146 -0.00824667
7.04645 0.0455094 1.10903 -0.0143553
7.05725 0.0244346 1.0681 -0.00748309
7.06804 0.0219911 0.986394 -0.0047342
7.07884 0.0334448 0.920726 0.00137445
7.08963 0.0403171 0.923322 0.00580322
7.10043 0.038179 0.941037 0.00519235
7.11123 0.0187841 0.955393 -0.000916297
7.12202 -0.00320704 0.946077 -0.00503963
7.13282 -0.0224493 0.911105 -0.00106901
7.14361 -0.0251982 0.863457 0.000152716
7.15441 -0.0337503 0.87934 0.00259618
7.1652 -0.0490219 0.975246 0.00824667
7.176 -0.0448986 1.09177 0.00519235
7.18679 -0.0387899 1.00945 -0.00213803
7.19759 -0.0647517 0.93615 -0.00183259
7.20839 -0.0717766 0.961501 0.0119119
7.21918 -0.0331394 0.926071 0.0149662
7.22998 -0.0106901 0.866512 0.0174096
7.24077 -0.00122173 0.823751 0.0279471
7.25157 -0.00137445 0.798095 0.0343611
7.26236 0.00519235 0.78435 0.0267253
7.27316 0.0120646 0.81077 -0.00335976
7.28396 0.0132863 0.786794 -0.0368046
7.29475 0.034972 0.759152 -0.0412334
7.30555 0.0638354 0.702189 -0.0155771
7.31634 0.0830776 0.687376 -0.00580322
7.32714 0.0850629 0.73991 -0.00137445
7.33793 0.0850629 0.80344 -0.00580322
7.34873 0.0809396 0.790001 -0.00916297
7.35953 0.0911716 0.771217 -0.00274889
7.37032 0.109498 0.876438 -0.000610865
7.38112 0.120799 1.05237 -0.00824667
7.39191 0.124616 1.16309 -0.00763581
7.40271 0.119271 1.13575 -0.0094684
7.4135 0.10629 1.0568 -0.00916297
7.4243 0.0923933 0.978147 -0.0155771
7.43509 0.0743728 0.923933 -0.0242819
7.44589 0.0467312 0.972955 -0.0279471
7.45669 0.023671 1.0235 -0.0302378
7.46748 0.000305432 1.0568 -0.0303905
7.47828 -0.0180205 1.06382 -0.0287106
7.48907 -0.0366519 1.06168 -0.0250455
7.49987 -0.0704022 0.997695 -0.020464
7.51066 -0.0930042 0.992961 -0.0137445
7.52146 -0.0945313 1.03847 -0.0135917
7.53226 -0.076969 1.15011 -0.0169515
7.54305 -0.0526871 1.24891 -0.0218384
7.55385 -0.0569631 1.39857 -0.0355829
7.56464 -0.0659734 1.52762 -0.0426078
7.57544 -0.136528 1.4957 -0.054367
7.58623 -0.215483 1.51449 -0.0571159
7.59703 -0.260687 1.52273 -0.0409279
7.60783 -0.282983 1.46119 -0.0180205
7.61862 -0.290008 1.35093 -0.00397062
7.62942 -0.286801 1.19928 0.00626136
7.64021 -0.28787 1.10032 0.0299324
7.65101 -0.291535 1.08978 0.0580322
7.6618 -0.283899 1.11574 0.0731511
7.6726 -0.270766 1.13224 0.0670424
7.68339 -0.259159 1.13697 0.0520762
7.69419 -0.269544 1.17164 0.0374155
7.70499 -0.294895 1.24418 0.0279471
7.71578 -0.307418 1.2877 0.0323758
7.72658 -0.290313 1.28724 0.0404698
7.73737 -0.266032 1.2848 0.0450513
7.74817 -0.241139 1.27701 0.0531452
7.75896 -0.20861 1.23105 0.0645989
7.76976 -0.190743 1.19073 0.0670424
7.78056 -0.207389 1.19577 0.054367
7.79135 -0.237474 1.16629 0.030696
7.80215 -0.257021 1.06825 0.0157298
7.81294 -0.278096 1.03145 0.0239764
7.82374 -0.283441 1.05145 0.0507018
7.83453 -0.262825 1.01846 0.0789543
7.84533 -0.248469 1.00625 0.0966694
7.85613 -0.249386 1.02961 0.0972802
7.86692 -0.252898 1.06703 0.0629191
7.87772 -0.278096 1.18554 0.0650571
7.88851 -0.274584 1.30191 0.0992655
7.89931 -0.219911 1.25991 0.089339
7.9101 -0.163406 1.20096 0.0788016
7.9209 -0.129198 1.1753 0.0923933
7.93169 -0.0981965 1.1695 0.0960585
7.94249 -0.0830776 1.1892 0.0849102
7.95329 -0.0920879 1.29778 0.103389
7.96408 -0.0557414 1.28236 0.0942259
7.97488 -0.0106901 1.17194 0.0868955
7.98567 0.019395 1.10368 0.0832303
7.99647 0.0174096 1.1243 0.0784961
8.00726 -0.00824667 1.2454 0.101251
8.01806 -0.000152716 1.37964 0.0991128
8.02886 -0.00167988 1.52762 0.11469
8.03965 0.048411 1.60489 0.114995
8.05045 0.104916 1.42667 0.102778
8.06124 0.0896444 1.24769 0.0870482
8.07204 0.0364992 1.18783 0.0821613
8.08283 0.0491746 1.12323 0.0846048
8.09363 0.0981965 1.09498 0.0836885
8.10443 0.208763 1.15484 0.0826195
8.11522 0.260228 1.13254 0.0760527
8.12602 0.247248 1.04656 0.0653625
8.13681 0.228769 1.03389 0.0641408
8.14761 0.229227 0.992044 0.0616973
8.1584 0.260076 0.953713 0.0557414
8.1692 0.301309 1.0009 0.0563523
8.18 0.326507 1.0626 0.0581849
8.19079 0.355981 1.18783 0.0636827
8.20159 0.415235 1.38208 0.0662788
8.21238 0.460897 1.62536 0.0679587
8.22318 0.465021 1.65499 0.0589484
8.23397 0.411723 1.52151 0.0438295
8.24477 0.316733 1.27717 0.0271835
8.25556 0.205098 1.11574 0.0149662
8.26636 0.108276 1.0768 0.0132863
8.27716 0.0574213 1.04611 0.0197004
8.28795 0.02474 1.07146 0.019395
8.29875 -0.0172569 1.06535 0.0198531
8.30954 -0.0615446 0.987463 0.0140499
8.32034 -0.112094 0.873078 0.0117591
8.33113 -0.159741 0.769384 0.0108428
8.34193 -0.201738 0.763581 0.0178678
8.35273 -0.221897 0.769995 0.0181732
8.36352 -0.23671 0.746935 0.0184787
8.37432 -0.265268 0.832914 0.0221438
8.38511 -0.2952 0.944397 0.0311541
8.39591 -0.279776 1.04091 0.0355829
8.4067 -0.243888 1.0235 0.0348193
8.4175 -0.233045 0.910647 0.0335976
8.4283 -0.243124 0.935845 0.0372628
8.43909 -0.237474 0.938746 0.0410807
8.44989 -0.209679 0.751669 0.032834
8.46068 -0.162643 0.699746 0.0323758
8.47148 -0.123853 0.7506 0.038179
8.48227 -0.0818559 0.844673 0.0459676
8.49307 0.00198531 0.91309 0.0503963
8.50387 0.0691804 0.982729 0.0551305
8.51466 0.102167 0.980133 0.0507018
8.52546 0.107512 0.984714 0.0450513
8.53625 0.0943786 1.01404 0.0487165
8.54705 0.0835358 1.04947 0.0496328
8.55784 0.0786488 1.02381 0.0450513
8.56864 0.083383 0.920879 0.0380263
8.57944 0.0981965 0.848644 0.0369573
8.59023 0.120799 0.830318 0.0355829
8.60103 0.13607 0.864221 0.0352774
8.61182 0.136834 0.808327 0.0313068
8.62262 0.122937 0.708603 0.0284052
8.63341 0.109956 0.709825 0.0282525
8.64421 0.111025 0.712268 0.0251982
8.655 0.104611 0.689972 0.0222966
8.6658 0.0806342 0.710588 0.0238237
8.6766 0.0630718 0.72082 0.0230601
8.68739 0.0529925 0.709367 0.021533
8.69819 0.0591012 0.667981 0.019395
8.70898 0.0679587 0.632092 0.0178678
8.71978 0.0676533 0.624609 0.0181732
8.73057 0.0645989 0.634383 0.021533
8.74137 0.0621555 0.634994 0.0203113
8.75217 0.0633772 0.622624 0.0184787
8.76296 0.0572686 0.643088 0.0177151
8.77376 0.0427605 0.662941 0.0166461
8.78455 0.0303905 0.678823 0.0181732
8.79535 0.0329867 0.64263 0.0161879
8.80614 0.0259618 0.632092 0.0166461
8.81694 0.0109956 0.629954 0.014508
8.82774 -0.00809396 0.618653 0.0160352
8.83853 -0.033903 0.667522 0.0177151
8.84933 -0.0493273 0.718835 0.0230601
8.86012 -0.0558941 0.76801 0.0201585
8.87092 -0.0708603 0.851851 0.0242819
8.88171 -0.0639881 0.859334 0.0250455
8.89251 -0.0618501 0.878729 0.0242819
8.90331 -0.0587957 0.882852 0.0203113
8.9141 -0.0465784 0.836427 0.0245873
8.9249 -0.0302378 0.735023 0.0221438
8.93569 -0.0380263 0.729067 0.0174096
8.94649 -0.0529925 0.777478 0.0210748
8.95728 -0.0587957 0.829554 0.0300851
8.96808 -0.0591012 0.795651 0.0250455
8.97888 -0.093615 0.812908 0.0264199
8.98967 -0.148593 0.825889 0.0230601
9.00047 -0.204792 0.867428 0.0251982
9.01126 -0.235947 0.908661 0.0299324
9.02206 -0.23335 0.941037 0.034972
9.03285 -0.218231 1.00472 0.0410807
9.04365 -0.194255 1.02824 0.0423024
9.05445 -0.156534 0.926376 0.0392481
9.06524 -0.145844 0.841008 0.0361937
9.07604 -0.169973 0.87262 0.0445931
9.08683 -0.162948 0.883005 0.0429133
9.09763 -0.138514 0.884074 0.0426078
9.10842 -0.10965 0.862236 0.0429133
9.11922 -0.079107 0.838412 0.0458149
9.13002 -0.0545197 0.845742 0.0470366
9.14081 -0.0387899 0.850629 0.0507018
9.15161 -0.0276416 0.832303 0.0459676
9.1624 -0.00366519 0.806647 0.0435241
9.1732 0.0285579 0.8068 0.0479529
9.18399 0.0733038 0.775035 0.043066
9.19479 0.126907 0.74495 0.044135
9.20559 0.277333 0.706618 0.0364992
9.21638 0.416915 0.676533 0.0316123
9.22718 0.467006 0.673478 0.0313068
9.23797 0.482583 0.723722 0.0299324
9.24877 0.462119 0.746477 0.0255036
9.25956 0.394466 0.702953 0.0197004
9.27036 0.301004 0.633161 0.0137445
9.28116 0.211665 0.574671 0.0111483
9.29195 0.140499 0.515264 0.0100793
9.30275 0.0817032 0.48014 0.00962112
9.31354 0.0584903 0.54367 0.0111483
9.32434 0.0345139 0.62018 0.0116064
9.33513 0.0288634 0.640644 0.0125227
9.34593 0.041997 0.593455 0.0111483
9.35673 0.0357356 0.608421 0.0125227
9.36752 0.0305432 0.624304 0.0140499
9.37832 0.0468839 0.591317 0.0125227
9.38911 0.0613919 0.564134 0.00839939
9.39991 0.0432187 0.526871 0.00595593
9.4107 0.0222966 0.503811 0.00595593
9.4215 0.0195477 0.367741 0.0056505
9.43229 0.0479529 0.260992 0.00885754
9.44309 0.0569631 0.235336 0.00763581
9.45389 0.046273 0.182343 0.00717766
9.46468 0.0181732 0.168141 0.00274889
9.47548 0.00610865 0.247858 0.00549778
9.48627 0.00488692 0.309861 0.00809396
9.49707 0.0154243 0.377362 0.0103847
9.50786 0.026878 0.494037 0.0142026
9.51866 0.0487165 0.708909 0.0154243
9.52946 0.0528398 0.817795 0.0189368
9.54025 0.0670424 0.894611 0.0164933
9.55105 0.0846048 0.987005 0.0169515
9.56184 0.0752891 0.972344 -0.00503963
9.57264 -0.0146608 0.891404 -0.00671951
9.58343 -0.0578794 0.793666 0.00549778
9.59423 -0.0623082 0.679129 0.00320704
9.60503 -0.0795651 0.51557 0.0038179
9.61582 -0.0974329 0.247248 0.000763581
9.62662 -0.104 -0.00412334 -0.0116064
9.63741 -0.0745255 -0.00137445 -0.00167988
9.64821 -0.0368046 0.000763581 -0.00503963
9.659 -0.0106901 0.00106901 -0.00213803
9.6698 -0.0151189 0.000763581 0.000152716
9.6806 -0.0490219 -0.000152716 0.000152716
9.69139 -0.0855211 -0.000458149 0.000152716
9.70219 -0.104611 -0.00167988 0.000305432
9.71298 -0.111636 -0.00335976 0.00351247
9.72378 -0.115606 -0.00122173 0.00305432
9.73457 -0.120188 0 0.00137445
9.74537 -0.114995 0.00198531 -0.00137445
9.75617 -0.105985 0.000763581 -0.00229074
9.76696 -0.0884227 0.00198531 -0.00167988
9.77776 -0.0649044 0.000458149 0.00106901
9.78855 -0.0400116 0.00320704 0.000610865
9.79935 -0.0167988 0.000763581 0.000152716
9.81014 -0.000916297 0.00274889 -0.000916297
9.82094 0.0125227 0.00106901 -0.00335976
9.83174 0.0174096 0.00351247 -0.00290161
9.84253 0.0195477 0.0149662 -0.000916297
9.85333 0.0117591 0.0444404 0.00152716
9.86412 0.0169515 0.00122173 -0.00213803
9.87492 0.0207694 0.000305432 0.00137445
9.88571 0.0203113 0.00122173 -0.000458149
9.89651 0.0183259 0.000305432 -0.000152716
9.90731 0.0259618 -0.000763581 -0.00213803
9.9181 0.0394008 0.000305432 -0.000458149
9.9289 0.0467312 -0.00137445 -0.000458149
9.93969 0.0438295 -0.000458149 -0.000152716
9.95049 0.0313068 -0.00122173 0.000763581
9.96128 0.0151189 -0.000916297 0.000610865
9.97208 0.000763581 0.000458149 0.000610865
9.98288 -0.00488692 0.000763581 0.00137445
9.99367 -0.00534507 -0.00137445 -0.000610865
10.0045 0.000305432 -0.00259618 -0.00106901
10.0153 0.00397062 -0.00320704 -0.000152716
10.0261 -0.00458149 -0.00442877 -0.000458149
10.0369 -0.0261145 -0.00488692 0.00137445
10.0477 -0.0514654 -0.00213803 0.00106901
10.0584 -0.067806 -0.000763581 0.00198531
10.0692 -0.0729983 -0.000458149 0.00351247
10.08 -0.0751364 0.000763581 0.000610865
10.0908 -0.0916297 0.00152716 -0.000916297
10.1016 -0.0991128 -0.00290161 0.000305432
10.1124 -0.0713185 -0.00366519 0.000763581
10.1232 -0.0351247 -0.00290161 0.00229074
10.134 -0.0128282 -0.00137445 0.000763581
10.1448 0.00305432 -0.000763581 0.000152716
10.1556 0.0210748 -0.000916297 -0.00213803
10.1664 0.0415388 -0.00213803 -0.00290161
10.1772 0.0496328 0 -0.00183259
10.188 0.0418442 -0.00122173 0.000763581
10.1988 0.0308487 -0.000763581 -0.00106901
10.2096 0.02474 -0.000763581 -0.000610865
10.2204 0.0195477 -0.000152716 0.000305432
10.2312 0.0219911 -0.000152716 0.000763581
10.242 0.031765 -0.000152716 0.00152716
10.2528 0.0421497 -0.000916297 0.00183259
10.2636 0.0519235 0 -0.000152716
10.2744 0.0616973 0.00488692 0.000763581
10.2852 0.0488692 -0.00259618 0.000152716
10.296 0.0650571 -0.00213803 0.00183259
10.3067 0.083383 0.00351247 0.00183259
10.3175 0.102167 0.00198531 -0.00229074
10.3283 0.0934623 0.00274889 0.00106901
10.3391 0.0513126 0.00351247 -0.00290161
10.3499 -0.0109956 0.000458149 -0.000610865
10.3607 -0.0722348 -0.000763581 -0.000610865
10.3715 -0.113621 0 -0.00290161
10.3823 -0.145386 -0.00213803 0.000152716
10.3931 -0.183718 -0.00213803 -0.000152716
10.4039 -0.22602 -0.000916297 0.000610865
10.4147 -0.254731 -0.00167988 0.00106901
10.4255 -0.264504 -0.00122173 0.000152716
10.4363 -0.259159 -0.00137445 -0.00106901
10.4471 -0.244804 -0.000763581 -0.000916297
10.4579 -0.206625 -0.00259618 0.000610865
10.4687 -0.127518 -0.00167988 0.00595593
10.4795 -0.0542143 -0.00320704 -0.00167988
10.4903 -0.0244346 -0.00137445 -0.00458149
10.5011 -0.0693332 0 -0.00412334
10.5119 -0.127671 -0.00122173 -0.0126754
10.5227 -0.180205 0.00641408 -0.00992655
10.5335 -0.242361 0.0862847 -0.01237
10.5443 -0.306807 0.180816 -0.020464
10.555 -0.343001 0.183718 -0.0273362
10.5658 -0.327882 0.0609338 -0.00794124
10.5766 -0.286496 -0.0945313 0.0384845
10.5874 -0.248164 -0.149967 0.0726929
10.5982 -0.220064 0.000458149 -0.0152716
10.609 -0.146302 0.00122173 0.019395
10.6198 -0.0749836 -0.000458149 -0.000458149
10.6306 -0.0387899 0.000763581 -0.000610865
10.6414 -0.0368046 -0.000916297 -0.00335976
10.6522 -0.031765 -0.00290161 -0.00534507
10.663 -0.0111483 0.000305432 0.000152716
10.6738 0.0108428 0.000458149 -0.00167988
10.6846 0.0250455 0.00106901 0.000305432
10.6954 0.0300851 -0.000458149 -0.00137445
10.7062 0.026878 0.000305432 0.000610865
10.717 0.0171042 0.00106901 0.00106901
10.7278 0.00229074 0.00106901 0.00259618
10.7386 -0.0224493 -0.000152716 0.000610865
10.7494 -0.0485637 0.00122173 0.000610865
10.7602 -0.0798706 0 0.000610865
10.771 -0.110108 0 -0.000152716
10.7818 -0.13042 -0.000458149 0.000305432
10.7926 -0.13775 -0.00198531 0.000305432
10.8034 -0.1321 -0.00167988 0.000305432
10.8141 -0.118966 -0.00198531 0.000305432
10.8249 -0.10232 -0.00167988 -0.000610865
10.8357 -0.0933096 -0.000916297 -0.00137445
10.8465 -0.0859792 -0.00137445 -0.000610865
10.8573 -0.0717766 0.000305432 0.000305432
10.8681 -0.0505491 0.000305432 -0.000916297
10.8789 -0.0175624 0 0.000152716
10.8897 0.0195477 0.000458149 0.00106901
10.9005 0.0516181 0.00106901 0.00152716
10.9113 0.0670424 0.00106901 0.00198531
10.9221 0.0653625 0.000458149 0.000763581
10.9329 0.0537561 0.000458149 0.00137445
10.9437 0.0352774 0.000763581 0.00183259
10.9545 0.0140499 0.000305432 0.000305432
10.9653 -0.00366519 0.000458149 0.000152716
10.9761 -0.0201585 0.00106901 -0.000916297
10.9869 -0.0395535 0.000305432 0.000305432
10.9977 -0.0615446 -0.000458149 0.000763581
11.0085 -0.0876591 -0.000458149 0.000610865
11.0193 -0.11301 -0.000916297 0.00152716
11.0301 -0.125533 -0.000763581 0.00137445
11.0409 -0.0962112 0.00106901 -0.00412334
11.0517 -0.0513126 -0.00442877 -0.00137445
11.0624 -0.0433714 -0.000152716 -0.00351247
11.0732 -0.0277943 0.00122173 -0.00137445
11.084 -0.00610865 0.00274889 -0.000610865
11.0948 0.0157298 0.00412334 0.000763581
11.1056 0.0403171 0.00198531 0.000305432
11.1164 0.0548251 -0.00167988 0.00229074
11.1272 0.0540615 0.00198531 0.00595593
11.138 0.0507018 -0.00534507 -0.0047342
11.1488 0.0348193 -0.000152716 -0.00290161
11.1596 0.0340557 -0.000152716 -0.00503963
11.1704 0.0568104 -0.00213803 -0.00305432
11.1812 0.0728456 -0.00213803 -0.00412334
11.192 0.0626136 0.00106901 -0.00458149
11.2028 0.0569631 -0.000916297 -0.00167988
11.2136 0.0421497 -0.000763581 -0.000916297
11.2244 0.0181732 -0.00213803 0.00152716
11.2352 -0.0213803 0.000763581 0.00671951
11.246 -0.0448986 0.00167988 0.00717766
11.2568 -0.0355829 0.000305432 0.00397062
11.2676 -0.010232 -0.00137445 -0.000916297
11.2784 0.0149662 -0.00137445 -0.00290161
11.2892 0.0276416 -0.00167988 -0.0038179
11.3 0.0271835 -0.000152716 -0.00137445
11.3108 0.0206167 0.00229074 0.000763581
11.3215 0.0154243 0.00152716 0.00427605
11.3323 0.013439 0.00122173 0.00320704
11.3431 0.0213803 0.000458149 0.000152716
11.3539 0.0311541 -0.000152716 0.000610865
11.3647 0.0413861 -0.00290161 0.000763581
11.3755 0.038179 0.000458149 0.00274889
11.3863 0.036041 0.00152716 0.00198531
11.3971 0.0409279 0.000763581 0.000152716
11.4079 0.0447458 -0.000152716 -0.00213803
11.4187 0.0447458 0.00122173 -0.00229074
11.4295 0.0447458 0.000458149 -0.00412334
11.4403 0.0439823 -0.000152716 -0.0047342
11.4511 0.0398589 -0.00122173 -0.00305432
11.4619 0.0394008 -0.00167988 -0.00167988
11.4727 0.0415388 -0.00137445 0.000152716
11.4835 0.0369573 -0.000458149 0.00427605
11.4943 0.0293215 0.00244346 0.00687223
11.5051 0.0280998 0.00290161 0.0047342
11.5159 0.0308487 0.00122173 0.00229074
11.5267 0.0259618 0.000763581 -0.000152716
11.5375 0.0140499 0.000458149 -0.00106901
11.5483 0.00320704 0.00106901 -0.00213803
11.5591 -0.00213803 -0.000916297 -0.00229074
11.5698 -0.00488692 -0.000152716 -0.00106901
11.5806 -0.00916297 -0.00122173 -0.000610865
11.5914 -0.00916297 0.000305432 -0.000152716
11.6022 -0.00992655 0.00152716 0.00152716
11.613 -0.00503963 0 0.000305432
11.6238 -0.000458149 0.00152716 0.00152716
11.6346 -0.0038179 -0.00137445 -0.00305432
11.6454 -0.0119119 0.00122173 0.000152716
11.667 -0.00901026 0.000458149 0.00106901
11.6778 0.00442877 -0.000152716 0.00106901
11.6886 0.0186314 -0.000458149 0.000152716
11.6994 0.0271835 -0.000458149 -0.00183259
11.7102 0.0386372 -0.000458149 -0.00305432
11.721 0.0487165 -0.000763581 -0.00335976
11.7318 0.0552833 -0.000763581 -0.00167988
11.7426 0.0548251 0.000458149 0.000152716
11.7534 0.0545197 0.00122173 0.00183259
11.7642 0.0523817 0 0.00229074
11.775 0.046273 0.00274889 0.00137445
11.7858 0.0320704 0.00412334 0.00198531
11.7966 0.0274889 0.00229074 0.000610865
11.8074 0.0232129 0.000763581 -0.00183259
11.8182 0.0178678 0.00106901 -0.00183259
11.8289 0.00855211 0.000763581 0.000305432
11.8397 0.00152716 -0.000916297 0.000763581
11.8505 -0.00824667 -0.00198531 0.000763581
11.8613 -0.0200058 -0.00412334 0.00137445
11.8721 -0.0363465 -0.00244346 0.00106901
11.8829 -0.0453567 0.000763581 0.00106901
11.8937 -0.0436768 -0.000763581 -0.000916297
11.9045 -0.0400116 -0.00213803 -0.00167988
